Source_Name,Region,Asset_Type,trade_dt,Trade_Count
Source_5,Region_1,Asset_Type_3,2022-09-10,83
Source_7,Region_4,Asset_Type_1,2023-03-20,21
Source_1,Region_4,Asset_Type_3,2022-03-19,32
Source_4,Region_4,Asset_Type_1,2022-09-04,95
Source_2,Region_3,Asset_Type_1,2022-05-27,86
Source_6,Region_2,Asset_Type_1,2022-12-25,71
Source_3,Region_5,Asset_Type_2,2023-07-23,40
Source_2,Region_3,Asset_Type_1,2021-12-24,5
Source_6,Region_1,Asset_Type_1,2022-10-04,28
Source_9,Region_5,Asset_Type_1,2022-07-30,20
Source_6,Region_3,Asset_Type_3,2022-08-29,54
Source_5,Region_1,Asset_Type_2,2023-03-11,50
Source_6,Region_5,Asset_Type_1,2021-12-14,27
Source_4,Region_3,Asset_Type_1,2021-11-14,29
Source_9,Region_4,Asset_Type_2,2023-05-21,25
Source_8,Region_1,Asset_Type_1,2023-09-19,85
Source_7,Region_5,Asset_Type_3,2022-09-28,1
Source_9,Region_2,Asset_Type_3,2023-07-06,78
Source_1,Region_5,Asset_Type_3,2022-01-23,17
Source_5,Region_2,Asset_Type_2,2023-04-02,54
Source_5,Region_5,Asset_Type_2,2021-12-23,67
Source_9,Region_5,Asset_Type_1,2021-12-26,13
Source_4,Region_2,Asset_Type_1,2022-10-07,52
Source_4,Region_1,Asset_Type_2,2022-12-02,36
Source_7,Region_2,Asset_Type_2,2022-03-07,6
Source_1,Region_2,Asset_Type_1,2022-05-14,65
Source_6,Region_4,Asset_Type_2,2023-06-08,10
Source_9,Region_3,Asset_Type_3,2021-11-30,45
Source_8,Region_2,Asset_Type_1,2021-11-07,92
Source_8,Region_5,Asset_Type_2,2023-03-28,57
Source_8,Region_4,Asset_Type_2,2023-09-11,70
Source_5,Region_3,Asset_Type_1,2023-02-06,93
Source_6,Region_1,Asset_Type_2,2022-12-12,73
Source_4,Region_3,Asset_Type_2,2023-01-14,91
Source_5,Region_1,Asset_Type_3,2022-02-14,9
Source_6,Region_3,Asset_Type_3,2023-02-23,15
Source_9,Region_1,Asset_Type_1,2022-12-05,96
Source_5,Region_1,Asset_Type_2,2022-06-24,33
Source_2,Region_4,Asset_Type_1,2021-12-22,68
Source_7,Region_3,Asset_Type_3,2021-11-27,37
Source_9,Region_4,Asset_Type_1,2022-01-04,30
Source_10,Region_1,Asset_Type_2,2022-07-05,6
Source_10,Region_3,Asset_Type_2,2021-11-09,66
Source_10,Region_2,Asset_Type_1,2021-10-17,63
Source_9,Region_1,Asset_Type_2,2022-01-06,80
Source_1,Region_3,Asset_Type_3,2022-04-30,41
Source_8,Region_2,Asset_Type_3,2022-06-16,89
Source_7,Region_5,Asset_Type_2,2022-03-30,100
Source_5,Region_3,Asset_Type_3,2022-12-13,13
Source_6,Region_2,Asset_Type_2,2022-09-08,22
Source_9,Region_4,Asset_Type_1,2022-03-05,64
Source_5,Region_1,Asset_Type_2,2022-10-15,26
Source_10,Region_1,Asset_Type_1,2023-03-14,8
Source_7,Region_1,Asset_Type_2,2023-03-27,3
Source_6,Region_1,Asset_Type_1,2022-03-21,14
Source_2,Region_1,Asset_Type_1,2022-04-03,91
Source_10,Region_4,Asset_Type_1,2022-09-25,65
Source_3,Region_5,Asset_Type_2,2023-01-01,69
Source_10,Region_1,Asset_Type_3,2022-04-10,72
Source_5,Region_5,Asset_Type_1,2022-05-07,67
Source_3,Region_1,Asset_Type_1,2022-02-22,66
Source_10,Region_2,Asset_Type_1,2023-05-25,13
Source_8,Region_2,Asset_Type_2,2022-06-04,49
Source_2,Region_2,Asset_Type_1,2023-01-08,40
Source_4,Region_3,Asset_Type_3,2022-08-02,47
Source_1,Region_3,Asset_Type_2,2023-08-28,19
Source_7,Region_4,Asset_Type_2,2021-11-17,41
Source_5,Region_5,Asset_Type_2,2021-11-24,40
Source_1,Region_3,Asset_Type_3,2022-05-01,76
Source_9,Region_2,Asset_Type_2,2022-09-20,19
Source_3,Region_4,Asset_Type_1,2023-09-25,92
Source_4,Region_1,Asset_Type_2,2022-05-19,96
Source_7,Region_5,Asset_Type_1,2022-11-04,8
Source_9,Region_3,Asset_Type_3,2022-02-23,3
Source_1,Region_4,Asset_Type_2,2023-06-05,59
Source_3,Region_3,Asset_Type_3,2023-03-13,39
Source_1,Region_4,Asset_Type_1,2023-03-16,18
Source_9,Region_5,Asset_Type_1,2023-05-16,23
Source_10,Region_5,Asset_Type_3,2023-05-05,76
Source_7,Region_1,Asset_Type_2,2023-04-27,34
Source_5,Region_1,Asset_Type_3,2022-06-19,82
Source_1,Region_4,Asset_Type_2,2023-07-26,17
Source_7,Region_5,Asset_Type_3,2022-01-09,61
Source_9,Region_4,Asset_Type_2,2022-05-26,88
Source_6,Region_4,Asset_Type_1,2023-03-10,30
Source_9,Region_2,Asset_Type_2,2023-04-08,31
Source_5,Region_1,Asset_Type_1,2022-08-02,12
Source_9,Region_1,Asset_Type_2,2022-11-25,17
Source_9,Region_3,Asset_Type_1,2022-02-27,71
Source_9,Region_5,Asset_Type_3,2021-10-08,13
Source_10,Region_5,Asset_Type_3,2022-06-23,49
Source_10,Region_5,Asset_Type_1,2023-06-15,29
Source_8,Region_1,Asset_Type_3,2023-06-02,32
Source_7,Region_1,Asset_Type_2,2023-08-01,7
Source_7,Region_3,Asset_Type_1,2022-07-11,38
Source_4,Region_3,Asset_Type_2,2023-06-28,27
Source_5,Region_1,Asset_Type_2,2023-09-22,13
Source_6,Region_1,Asset_Type_1,2022-10-09,3
Source_5,Region_1,Asset_Type_2,2022-08-18,22
Source_4,Region_3,Asset_Type_1,2022-06-01,16
Source_9,Region_4,Asset_Type_2,2022-06-13,81
Source_5,Region_5,Asset_Type_3,2023-09-23,36
Source_1,Region_1,Asset_Type_3,2022-10-21,57
Source_6,Region_4,Asset_Type_1,2021-10-08,29
Source_7,Region_5,Asset_Type_1,2022-10-13,43
Source_1,Region_2,Asset_Type_1,2022-11-04,24
Source_7,Region_5,Asset_Type_1,2023-06-07,40
Source_9,Region_5,Asset_Type_3,2022-06-27,52
Source_4,Region_2,Asset_Type_2,2023-03-26,70
Source_3,Region_4,Asset_Type_2,2022-07-23,2
Source_4,Region_4,Asset_Type_1,2022-12-23,69
Source_3,Region_2,Asset_Type_3,2023-09-27,40
Source_7,Region_4,Asset_Type_3,2023-02-08,77
Source_2,Region_3,Asset_Type_2,2022-03-29,54
Source_4,Region_2,Asset_Type_3,2022-06-20,50
Source_1,Region_1,Asset_Type_3,2022-06-19,20
Source_8,Region_5,Asset_Type_3,2022-12-09,72
Source_1,Region_1,Asset_Type_3,2023-08-29,55
Source_5,Region_2,Asset_Type_2,2021-11-10,54
Source_7,Region_3,Asset_Type_2,2023-06-22,49
Source_2,Region_1,Asset_Type_2,2022-11-10,46
Source_10,Region_1,Asset_Type_2,2023-03-27,10
Source_9,Region_4,Asset_Type_2,2022-05-13,23
Source_9,Region_2,Asset_Type_1,2023-03-05,40
Source_3,Region_4,Asset_Type_3,2022-03-21,16
Source_2,Region_3,Asset_Type_3,2022-11-09,36
Source_5,Region_1,Asset_Type_2,2022-04-13,78
Source_8,Region_3,Asset_Type_2,2022-06-11,33
Source_6,Region_2,Asset_Type_1,2022-03-07,68
Source_3,Region_3,Asset_Type_2,2022-03-26,33
Source_8,Region_3,Asset_Type_2,2022-04-01,80
Source_9,Region_5,Asset_Type_3,2023-06-29,14
Source_6,Region_5,Asset_Type_1,2022-04-03,67
Source_7,Region_3,Asset_Type_2,2022-07-15,12
Source_2,Region_4,Asset_Type_3,2023-01-30,89
Source_10,Region_1,Asset_Type_2,2023-02-23,81
Source_7,Region_1,Asset_Type_1,2022-04-15,3
Source_8,Region_3,Asset_Type_3,2022-09-17,13
Source_2,Region_2,Asset_Type_1,2023-07-03,18
Source_1,Region_4,Asset_Type_1,2023-03-09,33
Source_9,Region_4,Asset_Type_2,2022-03-28,65
Source_1,Region_2,Asset_Type_1,2022-09-10,53
Source_3,Region_2,Asset_Type_1,2022-04-28,80
Source_4,Region_1,Asset_Type_2,2023-10-02,18
Source_4,Region_2,Asset_Type_2,2022-05-04,51
Source_1,Region_3,Asset_Type_2,2023-04-26,96
Source_3,Region_4,Asset_Type_1,2022-10-20,59
Source_4,Region_2,Asset_Type_1,2022-03-05,53
Source_6,Region_3,Asset_Type_2,2023-05-29,22
Source_2,Region_2,Asset_Type_3,2023-09-25,50
Source_10,Region_5,Asset_Type_3,2021-10-31,23
Source_7,Region_3,Asset_Type_2,2023-05-29,76
Source_2,Region_3,Asset_Type_1,2022-01-27,38
Source_5,Region_4,Asset_Type_1,2023-05-21,87
Source_5,Region_1,Asset_Type_1,2022-03-27,38
Source_3,Region_5,Asset_Type_3,2022-04-30,35
Source_4,Region_3,Asset_Type_2,2022-09-04,30
Source_3,Region_5,Asset_Type_2,2022-03-15,31
Source_6,Region_2,Asset_Type_3,2022-08-13,57
Source_8,Region_2,Asset_Type_1,2022-09-05,47
Source_1,Region_1,Asset_Type_1,2023-09-12,49
Source_8,Region_4,Asset_Type_1,2023-06-29,45
Source_5,Region_2,Asset_Type_2,2021-12-09,52
Source_1,Region_5,Asset_Type_1,2023-06-26,89
Source_5,Region_2,Asset_Type_1,2022-01-07,51
Source_3,Region_4,Asset_Type_3,2021-10-31,23
Source_3,Region_4,Asset_Type_2,2022-07-20,22
Source_4,Region_1,Asset_Type_3,2022-12-01,52
Source_9,Region_2,Asset_Type_2,2022-01-02,14
Source_5,Region_5,Asset_Type_1,2022-05-18,65
Source_10,Region_2,Asset_Type_3,2021-12-29,77
Source_6,Region_2,Asset_Type_3,2023-06-11,31
Source_5,Region_1,Asset_Type_1,2023-04-30,3
Source_10,Region_2,Asset_Type_2,2022-08-25,92
Source_9,Region_5,Asset_Type_1,2022-06-14,15
Source_8,Region_1,Asset_Type_1,2022-04-08,66
Source_7,Region_3,Asset_Type_3,2022-03-04,58
Source_4,Region_4,Asset_Type_1,2022-08-05,26
Source_8,Region_1,Asset_Type_1,2023-09-21,7
Source_8,Region_1,Asset_Type_1,2022-06-16,72
Source_4,Region_2,Asset_Type_3,2021-11-12,97
Source_5,Region_3,Asset_Type_1,2022-01-26,8
Source_9,Region_1,Asset_Type_3,2021-11-11,69
Source_2,Region_2,Asset_Type_3,2022-08-30,80
Source_4,Region_5,Asset_Type_3,2023-03-20,18
Source_2,Region_1,Asset_Type_2,2022-01-05,8
Source_2,Region_3,Asset_Type_3,2021-12-01,100
Source_5,Region_3,Asset_Type_3,2023-07-08,40
Source_3,Region_4,Asset_Type_1,2023-09-27,4
Source_5,Region_1,Asset_Type_3,2022-11-11,53
Source_10,Region_4,Asset_Type_3,2022-11-10,78
Source_1,Region_5,Asset_Type_3,2023-05-03,77
Source_5,Region_4,Asset_Type_2,2023-05-11,76
Source_4,Region_2,Asset_Type_3,2023-08-28,7
Source_4,Region_3,Asset_Type_2,2022-05-27,37
Source_9,Region_1,Asset_Type_1,2023-03-28,16
Source_3,Region_1,Asset_Type_1,2022-11-21,56
Source_6,Region_1,Asset_Type_3,2022-09-09,84
Source_3,Region_2,Asset_Type_3,2023-01-07,99
Source_8,Region_5,Asset_Type_3,2023-03-21,13
Source_5,Region_4,Asset_Type_2,2022-03-03,2
Source_1,Region_5,Asset_Type_2,2023-09-03,17
Source_2,Region_1,Asset_Type_2,2023-06-23,27
Source_2,Region_2,Asset_Type_1,2022-03-14,58
Source_8,Region_3,Asset_Type_3,2022-10-05,22
Source_9,Region_2,Asset_Type_1,2022-11-03,18
Source_2,Region_5,Asset_Type_2,2022-06-03,74
Source_8,Region_4,Asset_Type_3,2022-03-03,17
Source_10,Region_3,Asset_Type_3,2023-08-08,20
Source_5,Region_5,Asset_Type_1,2023-08-17,23
Source_3,Region_3,Asset_Type_1,2023-09-09,27
Source_1,Region_3,Asset_Type_1,2023-08-31,63
Source_5,Region_5,Asset_Type_2,2022-02-14,67
Source_7,Region_1,Asset_Type_3,2023-01-21,23
Source_8,Region_2,Asset_Type_2,2023-06-21,25
Source_7,Region_5,Asset_Type_3,2022-07-06,42
Source_8,Region_3,Asset_Type_3,2022-03-22,64
Source_5,Region_3,Asset_Type_3,2021-10-29,85
Source_6,Region_1,Asset_Type_3,2023-03-01,56
Source_6,Region_4,Asset_Type_3,2023-07-17,79
Source_7,Region_1,Asset_Type_3,2022-05-09,32
Source_6,Region_4,Asset_Type_2,2022-02-23,91
Source_6,Region_4,Asset_Type_1,2022-02-05,9
Source_5,Region_4,Asset_Type_3,2022-06-14,53
Source_4,Region_5,Asset_Type_1,2022-01-14,35
Source_6,Region_1,Asset_Type_3,2023-06-20,94
Source_3,Region_5,Asset_Type_3,2021-11-30,47
Source_8,Region_2,Asset_Type_3,2022-12-29,74
Source_2,Region_4,Asset_Type_2,2022-04-12,29
Source_4,Region_3,Asset_Type_3,2023-06-16,55
Source_1,Region_3,Asset_Type_1,2023-01-10,3
Source_10,Region_2,Asset_Type_1,2022-04-26,22
Source_10,Region_1,Asset_Type_1,2023-01-15,47
Source_4,Region_2,Asset_Type_2,2023-02-04,37
Source_9,Region_1,Asset_Type_2,2021-10-05,93
Source_6,Region_5,Asset_Type_1,2023-03-12,81
Source_1,Region_5,Asset_Type_2,2023-03-24,38
Source_5,Region_4,Asset_Type_2,2023-06-06,9
Source_8,Region_3,Asset_Type_2,2022-11-16,87
Source_9,Region_1,Asset_Type_3,2023-08-23,39
Source_10,Region_1,Asset_Type_3,2022-03-30,56
Source_6,Region_1,Asset_Type_3,2022-06-30,68
Source_1,Region_3,Asset_Type_3,2023-03-21,73
Source_2,Region_1,Asset_Type_2,2022-02-09,98
Source_4,Region_3,Asset_Type_1,2022-08-13,78
Source_2,Region_5,Asset_Type_1,2022-11-21,67
Source_2,Region_5,Asset_Type_2,2022-03-04,37
Source_8,Region_3,Asset_Type_2,2023-03-10,5
Source_6,Region_2,Asset_Type_3,2023-07-29,40
Source_3,Region_5,Asset_Type_3,2023-04-01,97
Source_3,Region_4,Asset_Type_3,2023-05-19,15
Source_6,Region_4,Asset_Type_1,2022-06-06,2
Source_1,Region_1,Asset_Type_1,2023-05-30,39
Source_8,Region_2,Asset_Type_1,2022-01-27,62
Source_4,Region_5,Asset_Type_1,2022-03-04,77
Source_3,Region_3,Asset_Type_2,2021-10-26,27
Source_5,Region_5,Asset_Type_2,2022-07-16,38
Source_2,Region_2,Asset_Type_3,2022-04-01,49
Source_10,Region_5,Asset_Type_3,2023-05-01,24
Source_9,Region_3,Asset_Type_1,2022-05-04,68
Source_2,Region_3,Asset_Type_3,2022-09-09,39
Source_7,Region_3,Asset_Type_1,2021-10-17,58
Source_4,Region_1,Asset_Type_1,2021-10-04,86
Source_6,Region_5,Asset_Type_2,2022-08-02,32
Source_6,Region_5,Asset_Type_2,2022-08-22,81
Source_9,Region_1,Asset_Type_2,2022-07-10,14
Source_8,Region_1,Asset_Type_1,2022-11-02,8
Source_8,Region_1,Asset_Type_2,2022-03-01,42
Source_10,Region_4,Asset_Type_2,2022-02-28,4
Source_2,Region_3,Asset_Type_2,2021-11-06,31
Source_3,Region_5,Asset_Type_1,2022-07-31,95
Source_10,Region_4,Asset_Type_2,2021-11-28,5
Source_10,Region_3,Asset_Type_1,2022-03-14,74
Source_4,Region_4,Asset_Type_2,2021-11-12,73
Source_1,Region_4,Asset_Type_3,2022-03-23,35
Source_1,Region_2,Asset_Type_2,2022-02-27,60
Source_5,Region_3,Asset_Type_3,2023-01-31,47
Source_8,Region_1,Asset_Type_1,2021-10-29,20
Source_7,Region_2,Asset_Type_1,2022-12-25,72
Source_4,Region_5,Asset_Type_3,2022-10-19,80
Source_3,Region_4,Asset_Type_3,2023-02-17,38
Source_4,Region_2,Asset_Type_3,2022-07-26,72
Source_7,Region_1,Asset_Type_3,2023-04-03,41
Source_5,Region_4,Asset_Type_1,2022-11-15,1
Source_9,Region_2,Asset_Type_2,2022-04-21,82
Source_2,Region_2,Asset_Type_3,2022-11-09,23
Source_1,Region_5,Asset_Type_3,2021-12-14,65
Source_4,Region_5,Asset_Type_3,2021-11-05,78
Source_9,Region_2,Asset_Type_2,2023-03-15,53
Source_9,Region_2,Asset_Type_3,2023-07-17,82
Source_10,Region_4,Asset_Type_3,2022-05-23,2
Source_1,Region_2,Asset_Type_1,2022-07-08,8
Source_4,Region_1,Asset_Type_2,2022-07-12,29
Source_1,Region_4,Asset_Type_3,2023-08-07,87
Source_1,Region_5,Asset_Type_2,2022-08-15,94
Source_7,Region_4,Asset_Type_1,2022-04-19,90
Source_10,Region_5,Asset_Type_1,2022-03-12,74
Source_3,Region_3,Asset_Type_1,2022-08-22,54
Source_2,Region_4,Asset_Type_1,2023-06-08,44
Source_6,Region_1,Asset_Type_2,2022-08-04,65
Source_10,Region_2,Asset_Type_1,2023-06-26,63
Source_2,Region_5,Asset_Type_3,2021-12-12,89
Source_4,Region_2,Asset_Type_2,2023-04-06,50
Source_9,Region_3,Asset_Type_2,2023-02-11,19
Source_6,Region_5,Asset_Type_1,2023-03-14,64
Source_1,Region_5,Asset_Type_1,2022-05-17,79
Source_10,Region_2,Asset_Type_1,2023-05-09,65
Source_2,Region_1,Asset_Type_1,2021-11-22,57
Source_9,Region_2,Asset_Type_2,2023-02-12,30
Source_9,Region_1,Asset_Type_1,2023-09-26,44
Source_10,Region_2,Asset_Type_1,2022-04-11,98
Source_10,Region_1,Asset_Type_2,2023-07-10,98
Source_8,Region_3,Asset_Type_3,2023-04-03,57
Source_9,Region_4,Asset_Type_3,2022-12-22,8
Source_7,Region_5,Asset_Type_1,2021-12-28,35
Source_1,Region_3,Asset_Type_1,2023-09-26,28
Source_9,Region_2,Asset_Type_3,2022-06-18,100
Source_1,Region_3,Asset_Type_1,2022-12-04,28
Source_10,Region_4,Asset_Type_1,2022-12-21,14
Source_6,Region_2,Asset_Type_3,2023-05-08,30
Source_2,Region_4,Asset_Type_3,2023-01-21,46
Source_8,Region_1,Asset_Type_3,2023-10-03,16
Source_9,Region_4,Asset_Type_2,2022-11-02,39
Source_9,Region_3,Asset_Type_2,2021-12-17,79
Source_10,Region_5,Asset_Type_3,2022-05-20,25
Source_7,Region_3,Asset_Type_2,2023-08-21,6
Source_8,Region_5,Asset_Type_3,2023-08-15,35
Source_4,Region_5,Asset_Type_2,2022-03-09,78
Source_7,Region_3,Asset_Type_2,2023-02-22,49
Source_5,Region_1,Asset_Type_3,2023-03-24,8
Source_6,Region_5,Asset_Type_3,2023-03-01,98
Source_2,Region_1,Asset_Type_1,2022-02-04,45
Source_2,Region_5,Asset_Type_1,2021-11-07,92
Source_1,Region_4,Asset_Type_1,2023-03-25,55
Source_10,Region_1,Asset_Type_2,2021-10-08,46
Source_10,Region_5,Asset_Type_3,2023-06-28,16
Source_7,Region_4,Asset_Type_2,2022-05-10,78
Source_7,Region_4,Asset_Type_1,2022-10-08,30
Source_10,Region_4,Asset_Type_2,2023-03-11,43
Source_10,Region_1,Asset_Type_3,2023-04-02,80
Source_4,Region_1,Asset_Type_2,2022-10-30,22
Source_3,Region_2,Asset_Type_2,2023-03-21,50
Source_7,Region_5,Asset_Type_1,2022-08-01,70
Source_4,Region_1,Asset_Type_2,2022-07-06,99
Source_7,Region_5,Asset_Type_3,2023-02-06,14
Source_1,Region_4,Asset_Type_3,2022-04-30,56
Source_2,Region_2,Asset_Type_2,2021-12-02,65
Source_4,Region_1,Asset_Type_1,2023-01-31,38
Source_4,Region_4,Asset_Type_1,2022-05-21,17
Source_6,Region_5,Asset_Type_3,2021-10-14,7
Source_4,Region_1,Asset_Type_2,2022-01-21,30
Source_10,Region_5,Asset_Type_3,2022-06-25,62
Source_4,Region_3,Asset_Type_3,2023-08-09,43
Source_5,Region_5,Asset_Type_1,2022-07-20,65
Source_7,Region_2,Asset_Type_3,2022-11-30,13
Source_6,Region_5,Asset_Type_1,2021-10-11,98
Source_5,Region_5,Asset_Type_1,2021-12-02,35
Source_8,Region_5,Asset_Type_3,2023-06-21,97
Source_8,Region_5,Asset_Type_3,2022-06-22,42
Source_10,Region_4,Asset_Type_3,2023-04-04,1
Source_3,Region_5,Asset_Type_1,2022-06-17,70
Source_10,Region_5,Asset_Type_2,2023-01-16,92
Source_9,Region_2,Asset_Type_3,2023-09-11,73
Source_7,Region_1,Asset_Type_2,2023-02-22,82
Source_4,Region_3,Asset_Type_2,2021-12-03,40
Source_2,Region_5,Asset_Type_2,2022-05-24,6
Source_7,Region_1,Asset_Type_3,2022-11-08,27
Source_9,Region_1,Asset_Type_2,2022-11-06,94
Source_3,Region_5,Asset_Type_2,2022-04-24,18
Source_4,Region_2,Asset_Type_1,2022-05-29,46
Source_4,Region_1,Asset_Type_2,2021-10-09,87
Source_8,Region_4,Asset_Type_1,2022-11-26,57
Source_1,Region_1,Asset_Type_1,2023-04-10,62
Source_7,Region_4,Asset_Type_2,2022-09-20,27
Source_10,Region_2,Asset_Type_2,2022-06-20,63
Source_5,Region_3,Asset_Type_1,2022-05-26,59
Source_10,Region_5,Asset_Type_3,2023-05-25,57
Source_7,Region_2,Asset_Type_3,2023-02-08,55
Source_1,Region_4,Asset_Type_3,2023-01-19,28
Source_8,Region_5,Asset_Type_1,2021-10-07,76
Source_7,Region_3,Asset_Type_2,2022-04-03,42
Source_3,Region_3,Asset_Type_2,2023-09-03,90
Source_2,Region_5,Asset_Type_3,2022-08-13,93
Source_10,Region_1,Asset_Type_2,2022-06-25,99
Source_6,Region_1,Asset_Type_1,2023-09-19,61
Source_9,Region_3,Asset_Type_2,2022-09-05,73
Source_9,Region_2,Asset_Type_3,2023-07-31,85
Source_6,Region_4,Asset_Type_3,2022-02-27,6
Source_10,Region_2,Asset_Type_3,2022-02-19,42
Source_5,Region_2,Asset_Type_3,2023-06-22,67
Source_7,Region_2,Asset_Type_2,2022-06-19,96
Source_9,Region_5,Asset_Type_3,2021-12-10,75
Source_1,Region_2,Asset_Type_2,2022-01-06,18
Source_7,Region_4,Asset_Type_1,2022-11-29,45
Source_1,Region_5,Asset_Type_1,2022-10-02,75
Source_10,Region_4,Asset_Type_1,2022-01-07,27
Source_1,Region_1,Asset_Type_2,2021-11-11,27
Source_5,Region_2,Asset_Type_3,2021-11-20,16
Source_8,Region_3,Asset_Type_2,2023-09-12,62
Source_1,Region_3,Asset_Type_2,2022-03-14,90
Source_1,Region_1,Asset_Type_1,2023-09-24,90
Source_7,Region_5,Asset_Type_2,2022-09-17,71
Source_1,Region_1,Asset_Type_1,2023-05-04,45
Source_8,Region_3,Asset_Type_3,2022-05-25,95
Source_2,Region_3,Asset_Type_2,2022-05-20,40
Source_8,Region_1,Asset_Type_2,2022-11-14,85
Source_2,Region_3,Asset_Type_1,2022-03-01,94
Source_1,Region_2,Asset_Type_2,2022-12-03,18
Source_5,Region_5,Asset_Type_1,2022-06-08,7
Source_3,Region_4,Asset_Type_1,2022-03-06,40
Source_5,Region_5,Asset_Type_3,2023-09-20,87
Source_1,Region_3,Asset_Type_1,2023-03-09,75
Source_4,Region_3,Asset_Type_1,2023-09-07,95
Source_3,Region_5,Asset_Type_2,2022-10-04,72
Source_6,Region_3,Asset_Type_3,2022-01-16,22
Source_1,Region_1,Asset_Type_1,2022-03-09,69
Source_9,Region_2,Asset_Type_2,2022-03-10,34
Source_9,Region_5,Asset_Type_2,2022-01-16,90
Source_2,Region_5,Asset_Type_1,2023-01-21,94
Source_4,Region_4,Asset_Type_3,2021-12-11,79
Source_3,Region_5,Asset_Type_2,2022-04-16,71
Source_10,Region_5,Asset_Type_1,2021-11-14,15
Source_1,Region_2,Asset_Type_1,2023-03-23,28
Source_3,Region_2,Asset_Type_2,2021-12-14,60
Source_7,Region_2,Asset_Type_2,2022-04-09,2
Source_5,Region_5,Asset_Type_1,2021-12-17,91
Source_8,Region_3,Asset_Type_2,2022-06-29,97
Source_6,Region_1,Asset_Type_3,2022-04-30,69
Source_7,Region_2,Asset_Type_1,2023-06-16,52
Source_4,Region_5,Asset_Type_3,2022-11-08,12
Source_6,Region_1,Asset_Type_2,2022-12-13,66
Source_7,Region_2,Asset_Type_1,2022-03-10,9
Source_1,Region_1,Asset_Type_2,2023-06-28,97
Source_2,Region_4,Asset_Type_2,2022-10-19,80
Source_9,Region_4,Asset_Type_2,2023-01-29,41
Source_6,Region_1,Asset_Type_2,2022-07-04,100
Source_5,Region_2,Asset_Type_3,2023-07-15,51
Source_2,Region_3,Asset_Type_1,2022-03-04,80
Source_1,Region_1,Asset_Type_1,2023-06-27,35
Source_3,Region_3,Asset_Type_2,2023-06-20,58
Source_1,Region_2,Asset_Type_1,2021-10-15,22
Source_2,Region_2,Asset_Type_1,2022-02-23,29
Source_8,Region_2,Asset_Type_1,2022-06-15,90
Source_1,Region_1,Asset_Type_3,2022-02-25,38
Source_10,Region_2,Asset_Type_2,2023-05-28,60
Source_1,Region_2,Asset_Type_3,2022-01-04,32
Source_7,Region_1,Asset_Type_2,2022-01-15,78
Source_2,Region_1,Asset_Type_2,2023-03-01,72
Source_7,Region_5,Asset_Type_3,2022-01-12,48
Source_6,Region_1,Asset_Type_1,2023-05-18,48
Source_8,Region_4,Asset_Type_1,2023-07-31,33
Source_1,Region_3,Asset_Type_2,2022-12-21,29
Source_3,Region_4,Asset_Type_1,2022-06-21,95
Source_4,Region_3,Asset_Type_3,2022-11-03,57
Source_5,Region_1,Asset_Type_2,2022-04-22,48
Source_3,Region_1,Asset_Type_1,2022-09-30,91
Source_5,Region_1,Asset_Type_3,2023-06-12,92
Source_5,Region_2,Asset_Type_2,2022-12-22,60
Source_10,Region_2,Asset_Type_1,2022-02-03,83
Source_10,Region_4,Asset_Type_3,2023-07-21,38
Source_10,Region_1,Asset_Type_1,2023-01-04,14
Source_6,Region_3,Asset_Type_2,2023-09-04,35
Source_4,Region_5,Asset_Type_3,2022-05-07,78
Source_10,Region_5,Asset_Type_2,2021-10-19,79
Source_2,Region_2,Asset_Type_2,2021-12-31,43
Source_10,Region_2,Asset_Type_1,2022-03-11,2
Source_3,Region_5,Asset_Type_3,2022-10-13,100
Source_6,Region_2,Asset_Type_2,2022-06-02,79
Source_2,Region_2,Asset_Type_2,2022-05-25,81
Source_5,Region_1,Asset_Type_2,2022-04-18,85
Source_8,Region_2,Asset_Type_3,2022-11-27,19
Source_3,Region_1,Asset_Type_2,2023-08-31,97
Source_7,Region_4,Asset_Type_1,2023-09-22,52
Source_9,Region_2,Asset_Type_2,2022-02-19,13
Source_10,Region_1,Asset_Type_2,2022-02-01,54
Source_3,Region_2,Asset_Type_2,2022-07-01,3
Source_5,Region_2,Asset_Type_3,2022-12-17,31
Source_2,Region_5,Asset_Type_3,2023-05-10,62
Source_2,Region_5,Asset_Type_3,2022-01-28,36
Source_5,Region_4,Asset_Type_3,2022-10-16,73
Source_9,Region_4,Asset_Type_1,2023-05-14,19
Source_9,Region_2,Asset_Type_2,2023-01-23,8
Source_9,Region_5,Asset_Type_1,2023-07-20,27
Source_1,Region_5,Asset_Type_1,2021-11-30,89
Source_10,Region_4,Asset_Type_1,2022-03-12,11
Source_8,Region_1,Asset_Type_2,2021-11-07,66
Source_5,Region_1,Asset_Type_1,2023-05-24,70
Source_8,Region_1,Asset_Type_2,2021-11-12,55
Source_7,Region_4,Asset_Type_3,2022-06-28,7
Source_3,Region_2,Asset_Type_1,2023-01-24,43
Source_3,Region_2,Asset_Type_3,2023-09-09,45
Source_4,Region_3,Asset_Type_2,2022-08-27,71
Source_1,Region_2,Asset_Type_2,2022-05-03,44
Source_8,Region_4,Asset_Type_3,2022-10-08,92
Source_1,Region_3,Asset_Type_2,2021-11-02,38
Source_2,Region_4,Asset_Type_3,2022-07-12,76
Source_4,Region_5,Asset_Type_1,2023-02-07,81
Source_8,Region_3,Asset_Type_2,2023-06-23,11
